codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
53,2300,2025-05-12,NXM-72273-96,0,0.0,CEX,2
71,6485,2025-05-12,YZK-06087-98,21,14478.71,CEX,2
68,3450,2025-05-12,SZJ-76414-24,1,627.66,CEX,2
57,9199,2025-05-12,LEK-96807-82,15,4862.26,CEX,2
52,4396,2025-05-12,GET-58791-09,25,7562.21,EFE,2
62,4771,2025-05-12,HGA-86693-42,13,7403.4,CEX,2
54,2627,2025-05-12,FHG-40571-57,8,4597.07,CEX,2
72,6291,2025-05-12,BWL-77714-70,26,17877.55,CEX,2
73,9988,2025-05-12,PQX-59844-04,36,21184.31,EFE,2
63,1591,2025-05-12,ORZ-56803-77,18,7039.39,CEX,2
