codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
62,2530,2025-06-10,NXM-72273-96,15,10890.48,CEX,2
54,4746,2025-06-10,YZK-06087-98,26,15047.72,EFE,2
58,4696,2025-06-10,SZJ-76414-24,1,332.58,EFE,2
70,4397,2025-06-10,LEK-96807-82,30,9606.0,EFE,2
66,9395,2025-06-10,GET-58791-09,4,1375.27,CEX,2
71,3323,2025-06-10,HGA-86693-42,28,11905.97,EFE,2
57,2278,2025-06-10,FHG-40571-57,28,16422.63,CEX,2
63,6043,2025-06-10,BWL-77714-70,41,26304.6,EFE,2
58,3881,2025-06-10,PQX-59844-04,35,12069.66,EFE,2
63,2719,2025-06-10,ORZ-56803-77,16,11398.37,EFE,2
