codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
72,8605,2025-04-19,NXM-72273-96,2,779.27,CEX,2
74,5129,2025-04-19,YZK-06087-98,27,16445.05,CEX,2
72,1028,2025-04-19,SZJ-76414-24,28,17057.71,CEX,2
59,3406,2025-04-19,LEK-96807-82,3,2222.07,CEX,2
64,7612,2025-04-19,GET-58791-09,41,29395.86,EFE,2
72,7287,2025-04-19,HGA-86693-42,31,22600.7,CEX,2
72,4057,2025-04-19,FHG-40571-57,25,15626.36,CEX,2
62,3439,2025-04-19,BWL-77714-70,43,31136.3,CEX,2
59,3192,2025-04-19,PQX-59844-04,47,19685.09,CEX,2
73,4529,2025-04-19,ORZ-56803-77,2,1331.64,CEX,2
