codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
52,8673,2025-05-03,NXM-72273-96,14,7571.58,CEX,2
61,7682,2025-05-03,YZK-06087-98,4,2474.22,CEX,2
74,4306,2025-05-03,SZJ-76414-24,13,8683.35,EFE,2
73,1327,2025-05-03,LEK-96807-82,38,25300.09,CEX,2
55,5934,2025-05-03,GET-58791-09,17,11118.68,CEX,2
60,1103,2025-05-03,HGA-86693-42,10,6763.92,CEX,2
60,7418,2025-05-03,FHG-40571-57,9,3151.75,EFE,2
64,4015,2025-05-03,BWL-77714-70,17,11280.95,CEX,2
64,8861,2025-05-03,PQX-59844-04,28,17575.74,CEX,2
58,9509,2025-05-03,ORZ-56803-77,26,18582.53,EFE,2
