codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
67,3657,2025-05-02,NXM-72273-96,42,26162.48,CEX,2
67,6852,2025-05-02,YZK-06087-98,44,19620.16,CEX,2
63,5922,2025-05-02,SZJ-76414-24,15,4550.47,EFE,2
73,5835,2025-05-02,LEK-96807-82,15,10065.88,CEX,2
73,6190,2025-05-02,GET-58791-09,20,7997.14,EFE,2
56,9153,2025-05-02,HGA-86693-42,8,2569.54,EFE,2
64,1107,2025-05-02,FHG-40571-57,31,19118.64,CEX,2
59,3024,2025-05-02,BWL-77714-70,6,2436.17,CEX,2
74,4545,2025-05-02,PQX-59844-04,1,669.84,EFE,2
51,5301,2025-05-02,ORZ-56803-77,9,5347.11,CEX,2
