codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
75,6665,2025-05-13,NXM-72273-96,23,6723.62,EFE,2
52,4510,2025-05-13,YZK-06087-98,33,13615.67,CEX,2
72,4687,2025-05-13,SZJ-76414-24,19,9433.44,CEX,2
55,1355,2025-05-13,LEK-96807-82,46,22881.29,EFE,2
61,5881,2025-05-13,GET-58791-09,34,24934.2,EFE,2
72,7344,2025-05-13,HGA-86693-42,40,15541.18,CEX,2
62,9982,2025-05-13,FHG-40571-57,45,23153.24,EFE,2
69,1146,2025-05-13,BWL-77714-70,17,11161.08,EFE,2
73,9396,2025-05-13,PQX-59844-04,16,5846.16,CEX,2
54,8025,2025-05-13,ORZ-56803-77,26,12825.41,CEX,2
