codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
63,9835,2025-05-16,NXM-72273-96,11,3930.08,EFE,2
71,8876,2025-05-16,YZK-06087-98,24,9414.54,CEX,2
57,7364,2025-05-16,SZJ-76414-24,11,8407.01,CEX,2
75,4860,2025-05-16,LEK-96807-82,38,24893.14,CEX,2
57,2868,2025-05-16,GET-58791-09,15,6561.3,EFE,2
53,9462,2025-05-16,HGA-86693-42,38,23112.65,CEX,2
71,5225,2025-05-16,FHG-40571-57,20,14056.26,CEX,2
64,1686,2025-05-16,BWL-77714-70,3,2158.84,EFE,2
61,2672,2025-05-16,PQX-59844-04,6,4296.39,CEX,2
57,5647,2025-05-16,ORZ-56803-77,27,15395.46,CEX,2
