codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
51,4299,2025-06-02,NXM-72273-96,22,7214.53,EFE,2
56,7062,2025-06-02,YZK-06087-98,43,25669.06,EFE,2
62,6834,2025-06-02,SZJ-76414-24,32,20312.99,CEX,2
71,2356,2025-06-02,LEK-96807-82,27,13933.74,CEX,2
56,6353,2025-06-02,GET-58791-09,15,7928.55,EFE,2
55,8098,2025-06-02,HGA-86693-42,32,14417.31,CEX,2
65,4158,2025-06-02,FHG-40571-57,11,5982.55,EFE,2
68,3950,2025-06-02,BWL-77714-70,12,6458.23,EFE,2
59,2130,2025-06-02,PQX-59844-04,3,1603.16,EFE,2
61,2044,2025-06-02,ORZ-56803-77,11,4497.35,CEX,2
