codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
74,9339,2025-05-01,NXM-72273-96,22,11409.5,EFE,2
61,6248,2025-05-01,YZK-06087-98,8,5215.66,CEX,2
75,7581,2025-05-01,SZJ-76414-24,46,32188.49,CEX,2
71,7279,2025-05-01,LEK-96807-82,46,25875.21,CEX,2
72,7269,2025-05-01,GET-58791-09,23,13681.06,EFE,2
55,8551,2025-05-01,HGA-86693-42,15,4832.99,EFE,2
67,1989,2025-05-01,FHG-40571-57,42,21130.08,EFE,2
66,6243,2025-05-01,BWL-77714-70,15,5383.9,EFE,2
72,5240,2025-05-01,PQX-59844-04,42,22883.67,EFE,2
51,7501,2025-05-01,ORZ-56803-77,34,10107.5,CEX,2
