codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
68,1349,2025-04-21,NXM-72273-96,16,7564.53,EFE,2
73,6726,2025-04-21,YZK-06087-98,15,11934.02,CEX,2
54,6506,2025-04-21,SZJ-76414-24,16,9594.62,CEX,2
73,4680,2025-04-21,LEK-96807-82,19,13470.28,EFE,2
57,5570,2025-04-21,GET-58791-09,28,14944.2,EFE,2
56,7975,2025-04-21,HGA-86693-42,1,564.37,CEX,2
59,3929,2025-04-21,FHG-40571-57,8,5652.05,EFE,2
71,1927,2025-04-21,BWL-77714-70,19,8819.35,EFE,2
70,3443,2025-04-21,PQX-59844-04,11,3973.07,EFE,2
65,3516,2025-04-21,ORZ-56803-77,14,9895.7,CEX,2
