codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
66,5147,2025-05-05,NXM-72273-96,46,28188.99,CEX,2
57,7379,2025-05-05,YZK-06087-98,7,3950.9,EFE,2
73,2328,2025-05-05,SZJ-76414-24,29,11923.75,EFE,2
62,4258,2025-05-05,LEK-96807-82,27,17772.08,CEX,2
75,1447,2025-05-05,GET-58791-09,37,20646.79,EFE,2
68,5797,2025-05-05,HGA-86693-42,24,7270.36,EFE,2
63,7050,2025-05-05,FHG-40571-57,20,11313.36,EFE,2
72,3669,2025-05-05,BWL-77714-70,9,3148.46,EFE,2
70,1970,2025-05-05,PQX-59844-04,21,15117.72,EFE,2
65,1441,2025-05-05,ORZ-56803-77,25,11114.19,EFE,2
