codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
75,9879,2025-06-01,NXM-72273-96,33,16265.98,CEX,2
57,6601,2025-06-01,YZK-06087-98,36,15744.24,CEX,2
53,1977,2025-06-01,SZJ-76414-24,44,20190.05,EFE,2
53,8799,2025-06-01,LEK-96807-82,11,8003.58,EFE,2
71,4770,2025-06-01,GET-58791-09,6,3235.92,EFE,2
69,3377,2025-06-01,HGA-86693-42,20,9781.59,CEX,2
65,9660,2025-06-01,FHG-40571-57,37,12508.99,CEX,2
57,7754,2025-06-01,BWL-77714-70,19,9292.28,EFE,2
59,5341,2025-06-01,PQX-59844-04,4,2589.63,EFE,2
52,6902,2025-06-01,ORZ-56803-77,13,6206.66,EFE,2
