codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
71,6426,2025-05-07,NXM-72273-96,9,3923.44,CEX,2
55,8792,2025-05-07,YZK-06087-98,7,4730.8,EFE,2
71,6718,2025-05-07,SZJ-76414-24,15,7075.12,EFE,2
57,6608,2025-05-07,LEK-96807-82,25,14524.63,EFE,2
73,9763,2025-05-07,GET-58791-09,3,1376.97,CEX,2
70,2071,2025-05-07,HGA-86693-42,38,24524.92,EFE,2
73,9299,2025-05-07,FHG-40571-57,15,11474.34,EFE,2
57,7447,2025-05-07,BWL-77714-70,24,8714.35,CEX,2
58,5109,2025-05-07,PQX-59844-04,35,11087.03,CEX,2
54,5773,2025-05-07,ORZ-56803-77,23,16579.31,EFE,2
